title,source,q1,q2,sep
Creating a custom source on ancestry.co.uk,Genealogy_225,"So take this entry:        Glamorganshire Baptisms Transcription   First name(s) Cyril Alexander   Last name Harris   Birth year 1913   Baptism year 1913   Baptism date 29 Jan 1913   Place Cardiff, St John   County Glamorganshire   Country Wales   Father's first name(s) Alexander   Mother's first name(s) Esme Katherine   Record set Glamorganshire Baptisms   Category Birth, Marriage &amp; Death (Parish Registers)   Subcategory Parish Baptisms   Collections from Wales, United Kingdom         Welsh Archive Services / Gwasanaethau Archifau Cymru      © Findmypast   Now, I had to create a new source and I did it like this:    And this is the new citation:    So overall, it looks like this:    Have I transferred the available information over into the correct fields?","Side note: Would you ""link"" this fact to Alexander and Esme profiles?",0
What is family connection for 1722 cM match?,Genealogy_227,What would our connection be?,Is he perhaps my half brother?,0
Brother/sister have fully identical segment -- match only matches one of them on that segment,Genealogy_228,How can this be possible?,"If they are willing on one hand to impute data that isn't even there, presumably to show their customers more matches than their competition would, given the same user database, then would they counteract this effect with the other hand by having a very low tolerance for SNP read errors?",617
Brother/sister have fully identical segment -- match only matches one of them on that segment,Genealogy_228,"If they are willing on one hand to impute data that isn't even there, presumably to show their customers more matches than their competition would, given the same user database, then would they counteract this effect with the other hand by having a very low tolerance for SNP read errors?",But can there be another explanation?,0
Finding information about employment at Remington c. 1917,Genealogy_229,How can I track down more information about what his employment entailed?,What did departments 66 and 67 do at Remington?,0
Differentiating between mtDNA Haplogroups L1c1 & L1c1a?,Genealogy_230,"* My mtDNA Haplogroup is L1c1a, and My Sister's mtDNA Haplogroup is L1c1 ... Is is possible that we (may) still share the SAME Mother?","MY RESULTS  [mtDNA Haplogroup:  L1c1a]                            versus MY ""SISTER's"" RESULTS  [mtDNA Haplogroup:  L1c1]  * Again, what does ALL of the above mean?",434
Differentiating between mtDNA Haplogroups L1c1 & L1c1a?,Genealogy_230,"MY RESULTS  [mtDNA Haplogroup:  L1c1a]                            versus MY ""SISTER's"" RESULTS  [mtDNA Haplogroup:  L1c1]  * Again, what does ALL of the above mean?","Is it (still) possible that we do share the SAME Mother, even though our mtDNA Haplogroups are different?",0
Differentiating between mtDNA Haplogroups L1c1 & L1c1a?,Genealogy_230,"Is it (still) possible that we do share the SAME Mother, even though our mtDNA Haplogroups are different?","Do the facts that our MRCA=1.5, Largest Segment=73.7 cM,  and Total # of Segments=1,834.4 cM all indicate that we may (possibly) be Half-Siblings?",0
Can my DNA results be wrong?,Genealogy_231,How could this be?,Is he really my Uncle?,103
Can my DNA results be wrong?,Genealogy_231,Is he really my Uncle?,Could the test be wrong?,333
Creating GEDCOM diff of all people in one GEDCOM but not another?,Genealogy_232,How can I create a GEDCOM diff of all people in one GEDCOM but not the other.?,Is there a tool available that can do such a thing?,1191
Creating GEDCOM diff of all people in one GEDCOM but not another?,Genealogy_232,Is there a tool available that can do such a thing?,"I'm not looking for a GUI tool that lets me navigate two trees and compare their data, which is what Which tools are available for GEDCOM comparison?",104
Doing neighborhood or street address research in England?,Genealogy_233,In the related question Starting pre-1837 research in England and Wales?,"For England, is the preferred choice the historical Ordnance Survey maps at National Library of Scotland -- or something else?",551
Doing neighborhood or street address research in England?,Genealogy_233,"For England, is the preferred choice the historical Ordnance Survey maps at National Library of Scotland -- or something else?",What other record collections and what strategies might be useful for surveying an entire neighborhood?,696
Understanding matching for Shared Ancestor Hints in AncestryDNA?,Genealogy_234,This may be related to Why might number of Shared Ancestor Hints go down on AncestryDNA?,"X has an ancestor named Jane Harvey:   B: 6 Dec 1759 in , Devon, , England D: 14 Sep 1824 in Totnes, Devon, England  I have an ancestor named Jane Harvey:   B: Bef 6 Jun 1759 in Totnes, Devon, England D: 14 Sep 1824 in Totnes, Devon, England  X has an ancestor named James Murch:   B: 5 Aug 1757 in Totnes, Devon, England D: 1810 in Totnes, Devon, England  I have an ancestor named James (II) Murch:   B: 05 Aug 1757 in Totnes, Devon, England D: 31 Dec 1810 in Totnes, Devon, England    Is the way that I have named James Murch as James (II) Murch (whose older brother James died a week after being baptised) the likely reason for X not showing up in my Shared Ancestor Hints or is it something about the dates and locations of the events listed that may be preventing it?",544
Differences in Half-Sibling Matches,Genealogy_235,This is a follow up to Probability of Specific Relationship from AncestryDNA?,"How could two sisters with a common mother, match to me with such a gap in CMs?",285
"What locality was meant by Trbontle, Yugoslavia?",Genealogy_236,"The transcriber was probably not a native, but an American, so would Trbontle phonetically sound like either of those two cities as pronounced by a native of one of them?",What cities could he have meant so I can try and find church records for their marriage?,0
Finding personnel records for Railway Company in Panama around 1865?,Genealogy_238,Was there only one Railway Company operating in Panama at that time?,"If so, are its personnel records likely to have survived?",29
Finding personnel records for Railway Company in Panama around 1865?,Genealogy_238,"If so, are its personnel records likely to have survived?",I have reviewed Obtaining personnel records about Panama Canal without going to Panama?,0
"Finding 1870 Federal Census image that corresponds to street address in Albany City, New York, USA?",Genealogy_239,"Using my subscription to Ancestry.com, or any other means, is it possible to determine which image(s) from the 1870 Federal Census I should be trying to look at?","My problem seems to be the opposite of that in How to find address of building in New York State censuses (1870, St Lawrence, USA)?",0
"Apprenticeship records for Ship Carpenters at Glasgow, Scotland in first half of 19th Century?",Genealogy_241,Was there an established apprenticeship path for Ship Carpenters in/near Glasgow that these two would have followed?,"If so, what records are likely to have survived?",0
"Apprenticeship records for Ship Carpenters at Glasgow, Scotland in first half of 19th Century?",Genealogy_241,"If so, what records are likely to have survived?","Some earlier questions about these two men, which may provide additional context, are:   Finding evidence for divorce of Hugh Sillars and Agnes Macculloch in mid-19th Century Scotland?",0
"Apprenticeship records for Ship Carpenters at Glasgow, Scotland in first half of 19th Century?",Genealogy_241,"Some earlier questions about these two men, which may provide additional context, are:   Finding evidence for divorce of Hugh Sillars and Agnes Macculloch in mid-19th Century Scotland?",Finding Naturalization Record for Hugh Sellars from Scotland who lived in Albany (New York State) 1855-1872?,0
"Apprenticeship records for Ship Carpenters at Glasgow, Scotland in first half of 19th Century?",Genealogy_241,Finding Naturalization Record for Hugh Sellars from Scotland who lived in Albany (New York State) 1855-1872?,Finding New York City/State records relating to Sellars family (British subjects) births/deaths mid 19th century?,0
"Apprenticeship records for Ship Carpenters at Glasgow, Scotland in first half of 19th Century?",Genealogy_241,Finding New York City/State records relating to Sellars family (British subjects) births/deaths mid 19th century?,Interpreting relationships to head of household in 1855 New York State Census?,0
How to identify formal military photos?,Genealogy_242,Is there a web site out there or some place to ask about the context of formal US military photos?,"Is there someplace to look this up, ask, etc?",292
Calculating the relationship from the RAW autosomal result file between two individuals?,Genealogy_245,How will the company test the relative relationship of two individuals?,Will they use some algorithms to detect the identity-by-descent (IBD) segments?,0
Calculating the relationship from the RAW autosomal result file between two individuals?,Genealogy_245,Will they use some algorithms to detect the identity-by-descent (IBD) segments?,Could you please introduce me some effective but also efficient/simple algorithms for ancestry/genealogy test?,0
Where did the Vannoske's come from?,Genealogy_246,Are there any other records here in the US which might lend a clue?,Are there records from Poland available which I could browse through?,0
Where did the Vannoske's come from?,Genealogy_246,Are there records from Poland available which I could browse through?,Will I likely have to pay someone in Poland to do this for me?,0
Where did the Vannoske's come from?,Genealogy_246,Will I likely have to pay someone in Poland to do this for me?,What else can I do?,0
Citation of both folio and page in England census,Genealogy_247,"Since the page number simply clarifies which side of the folio to look on, why is this necessary or useful?","Would it be better simply to cite the page using 'r' (recto) and 'v' (verso) to indicate which side of the folio, as this is consistent with the guidelines for Citing documents in The National Archives?",0
Citation of both folio and page in England census,Genealogy_247,"Would it be better simply to cite the page using 'r' (recto) and 'v' (verso) to indicate which side of the folio, as this is consistent with the guidelines for Citing documents in The National Archives?","ADDED: As it seems to be the consensus that the use of recto/verso is unclear or confusing, perhaps a better question is why is it necessary to cite the page at all?",65
Citation of both folio and page in England census,Genealogy_247,"ADDED: As it seems to be the consensus that the use of recto/verso is unclear or confusing, perhaps a better question is why is it necessary to cite the page at all?","The folio alone is sufficient to locate a specific record, so why not leave the citation as, for example, RG 9/2480, f 70?",0
What's on the right-hand page of the 1939 Register?,Genealogy_249,So what exactly is being hidden from view?,What are the missing columns?,0
Twentieth-century emigration from Romania?,Genealogy_251,We have one family letter which looks like he came from Bucherest but would be interested to know how I go about finding more out about his family and why he left Romania?,Why would this have been?,125
How can I get a link to an Ancestry.com record that doesn't contain search data?,Genealogy_252,How can I get a URL to the record which doesn't contain the search data?,"Is there a ""permalink"" or ""direct link"" button on record pages?",142
How can I assess the statistical probability that an individual is the one I seek?,Genealogy_254,Could be... but how likely?,Is there a technique I can apply (maybe based on name frequency in the approximate period of her birth &mdash; say 1820 - 1830) that will tell me how common her combination of names was?,0
How can I assess the statistical probability that an individual is the one I seek?,Genealogy_254,Is there a technique I can apply (maybe based on name frequency in the approximate period of her birth &mdash; say 1820 - 1830) that will tell me how common her combination of names was?,"So, is there a possible statistical approach here?",256
How can I assess the statistical probability that an individual is the one I seek?,Genealogy_254,"So, is there a possible statistical approach here?","And if so, what datasets would it depend upon?",0
Why wait more than 3 years to file the Petition for Naturalization?,Genealogy_255,"Why would Joseph, and especially Stephan, wait so long to file their petitions?",Was this normal?,0
Why wait more than 3 years to file the Petition for Naturalization?,Genealogy_255,Was this normal?,Were the advantages to being naturalized not big enough to feel an urgency?,0
Why wait more than 3 years to file the Petition for Naturalization?,Genealogy_255,Were the advantages to being naturalized not big enough to feel an urgency?,Were there conditions or exceptions that could delay their ability to file the petition?,0
The vicar didn't record the baptised child's name! Now what?,Genealogy_256,So my questions are:   Are these sorts of no-name dead ends common?,How do people handle them?,0
The vicar didn't record the baptised child's name! Now what?,Genealogy_256,How do people handle them?,Is this level of evidence considered sufficient for a tentative conclusion by more experienced researchers?,0
How can I access records from Morocco?,Genealogy_257,Does anyone know what type of records were kept in that time period or earlier?,Were any kept at all?,0
How can I access records from Morocco?,Genealogy_257,Were any kept at all?,How could I access these?,161
Locating records of coronor's Inquests in Oxfordshire in 1909?,Genealogy_258,Where would records of the evidence before the inquest be held?,"Is this something that would be at the County records office, or are the details never released?",0
Did glaziers rescue medieval stained glass in World War II?,Genealogy_259,Does anyone out there have any information on glaziers rescuing medieval stained glass in World War II?,Where do I start?,161
"What does the word ""née"" mean when following a woman's name?",Genealogy_260,What exactly does it mean?,Why is it used to signify a woman's maiden name?,0
Finding the Fatherless Feathers,Genealogy_261,How common is it to be unable to find baptismal records of a whole family in early 19th century England?,What is the most reasonable hypothesis here?,2213
Finding the Fatherless Feathers,Genealogy_261,What is the most reasonable hypothesis here?,"They were baptised, but the records aren’t in the usual databases because of transcription errors or legibility problems, and I need to start trawling through the West Yorkshire parish record scans on Ancestry.com page by page?",55
Parsing a GEDCOM,Genealogy_262,"I have a need to parse GEDCOM files to extract:   For all Individuals: their (primary) surname, given names, plus a unique ID, and life dates (birth/baptism/christening - death/burial) For all mentioned Places: as many comma-delimited fields as required identifying the place For all Repositories: Name, Address and Website URL For all Sources: Title, Type, and Actual Text   What resources exist to do this parsing?",Is there an algorithm I can code for each element?,0
Looking for my grandfather in Germany,Genealogy_263,Can you please help me try &amp; locate him?,I'm in Berlin at the moment on holiday &amp; I have my mothers documents etc so if there is somewhere I can visit that would be helpful?,0
"Military draft in the Imperial German Army: What was the minimum age for being a ""Gefreiter"" in a reserve unit during WWI?",Genealogy_264,"Can I safely assume that this person completed his conscription before the war broke out in 1914 and was as a part of the reserve at least 22 years old, thus being born 1892 or earlier?",Can I draw any assumptions on his age from his rank in 1915?,0
Determining what records are available in a particular locale?,Genealogy_265,How can that question be easily answered for a particular locale and time period?,"I know that I could inspect the catalogs of the major websites with online collections, but what about records that aren't digitized or microfilmed but are sitting in a government archives or church?",0
Determining what records are available in a particular locale?,Genealogy_265,"I know that I could inspect the catalogs of the major websites with online collections, but what about records that aren't digitized or microfilmed but are sitting in a government archives or church?",How do I know if the marriage records exist anywhere else?,275
Determining what records are available in a particular locale?,Genealogy_265,How do I know if the marriage records exist anywhere else?,"If I ran into a similar situation, how would I know whether court records are available and where to find them?",117
Determining what records are available in a particular locale?,Genealogy_265,"If I ran into a similar situation, how would I know whether court records are available and where to find them?",What about local US archives or non-US archives?,260
Determining what records are available in a particular locale?,Genealogy_265,What about local US archives or non-US archives?,How can I know if a local archive has copies of old newspapers for the place I'm interested in?,113
Determining what records are available in a particular locale?,Genealogy_265,How can I know if a local archive has copies of old newspapers for the place I'm interested in?,How can I know if some other obscure website covers a different town I'm interested in?,74
Determining what records are available in a particular locale?,Genealogy_265,How can I know if some other obscure website covers a different town I'm interested in?,Does it have to be that way?,120
Determining what records are available in a particular locale?,Genealogy_265,Does it have to be that way?,Is there one generic process a researcher can follow to figure out what records are available for a particular place and time?,0
What sources exist for 15th century England?,Genealogy_267,"The information might be wrong, but it is surely not entirely made up?","Assuming I can get step by step back from the 1700s to the beginning of extant parish records, how would I go about sourcing information about the earlier people?",0
What is the standard method for recording married names?,Genealogy_268,Should I be recording all married names to remove any risk of incorrect assumptions?,So - what is the best practice (and / or society standards) for recording married names?,0
What is the standard method for recording married names?,Genealogy_268,So - what is the best practice (and / or society standards) for recording married names?,And what should it be?,0
Is it crass to record cause of death? What about for suicide?,Genealogy_269,"So, is it crass to now record for future generations to see how someone died?","Is this something that I should leave blank in my typed transcription, but (obviously) someone could find if they dug deep enough through my research and went to the original source?",132
Which residence should be the preferred residence?,Genealogy_270,Which one should I choose?,Does it make any difference?,0
"Difference between ""roomer"" and ""boarder"" in 1930 US census?",Genealogy_272,What are the definitions of the two terms?,"What is the definition of the term ""lodger"" relative to the preceding?",67
"Difference between ""roomer"" and ""boarder"" in 1930 US census?",Genealogy_272,"What is the definition of the term ""lodger"" relative to the preceding?",Would these terms be used consistently across all censuses?,0
Do authoritative renderings exist for coats of arms?,Genealogy_273,"Is this true, or are there actual interpretations of such descriptions that are more official than others?",What I am interested to know is for a specific coat of arms is one rendering the authoritative version versus another?,116
How can I learn more about ancestors who were Baptist Ministers/preachers in 18th-19th century Wales?,Genealogy_274,My great (x4) grandfather John James 1771?,There is a second Baptist minister also from Llanfair Nant Y Gof who may be related: William James 1814?,549
How can I learn more about ancestors who were Baptist Ministers/preachers in 18th-19th century Wales?,Genealogy_274,There is a second Baptist minister also from Llanfair Nant Y Gof who may be related: William James 1814?,Why might William James's death be of interest in America?,435
How can I learn more about ancestors who were Baptist Ministers/preachers in 18th-19th century Wales?,Genealogy_274,Why might William James's death be of interest in America?,"And how can I find out more about their activities as Baptists, and in particular the chapels they preached at?",0
How to interpret this Scottish Catholic Register birth/baptism entry?,Genealogy_277,1) The second column describes the legitimacy of the birth but what does a blank space mean?,Is there another possibility other than the parents were not married?,0
How to interpret this Scottish Catholic Register birth/baptism entry?,Genealogy_277,Is there another possibility other than the parents were not married?,Would the Catholic church have regarded that as unlawful?,73
How to interpret this Scottish Catholic Register birth/baptism entry?,Genealogy_277,Would the Catholic church have regarded that as unlawful?,Thoughts on what that might mean?,58
Travelling to Romania to explore family roots?,Genealogy_278,"What is the probability that I would be able to access records such as censuses, birth and marriage from the period of roughly 1875 to 1910 in these small villages, or the nearest city or town for those villages?","First off, would those records even exist and 2nd, where would they likely be held?",0
Was it mandatory to record a parent as deceased on a marriage certificate?,Genealogy_279,"So, why did the 1942 certificate not state the Groom's father was deceased?",I assume it was not mandatory to make these clarifications?,0
Explaining unknown person found in family listing in 1940 Federal Census of Iowa?,Genealogy_280,"Can you offer any insights, or suggestions of sources I could check?","Are errors like this - adding an entire person, not just a typo or spelling mistake - in census data common?",0
"Combining maiden name, birth and death dates in parentheses",Genealogy_281,"Would it be acceptable to put the wife's maiden name, followed by the dates, within one set of parentheses?",What about italics for the maiden name?,88
Why would the spelling of a town in Romania be changed upon arrival in Canada?,Genealogy_282,Any ideas as to why this could be?,Did the border guards fill in these forms or would migrants do that?,0
Name changes in Canada in the 1920s?,Genealogy_284,How would this have been dealt with back then?,Would there have been paperwork or would it be informal?,0
"Reading remarks from Royal Hospital, Chelsea record from early 19th century?",Genealogy_285,"The below picture is cropped from an image at Ancestry.com's UK, Royal Hospital, Chelsea: Regimental Registers of Pensioners, 1713-1882:    It relates to my 4th great grandfather Edmund Rouse who has been the subject of a previous Q&amp;A here about Establishing identity of Edmund Rouse of St Clement, Cabinet Maker, Private in Napoleonic Wars and Weaver?","In previous columns of the same row are pieces of information that give me confidence that this is the same Edmund Rouse that I have identified as my 4th great grandfather:   Admission: May 1812 Name: Edmd Rouse Age: 34 something about 28 Foot (which is the regiment the earlier Q&amp;A said he was in 1804-1809) something in the Private column that I cannot read but it may be the numbers of years he had that rank in different regiments Service: 9 4/12 (presumably 9 years, 4 months) Rate per day: 6d Complaint: nodes on his legs from repeated venereal complaints Where Born: Truro, Cornwall Trade or Occupation: Carpet Weaver   The row from which the cropped image comes is the Remarks, and I think it says:     D. D. Pagent's list / 24 June 181?",0
"Reading remarks from Royal Hospital, Chelsea record from early 19th century?",Genealogy_285,"In previous columns of the same row are pieces of information that give me confidence that this is the same Edmund Rouse that I have identified as my 4th great grandfather:   Admission: May 1812 Name: Edmd Rouse Age: 34 something about 28 Foot (which is the regiment the earlier Q&amp;A said he was in 1804-1809) something in the Private column that I cannot read but it may be the numbers of years he had that rank in different regiments Service: 9 4/12 (presumably 9 years, 4 months) Rate per day: 6d Complaint: nodes on his legs from repeated venereal complaints Where Born: Truro, Cornwall Trade or Occupation: Carpet Weaver   The row from which the cropped image comes is the Remarks, and I think it says:     D. D. Pagent's list / 24 June 181?",Is anybody able to work out the significance of this remark?,0
Cannot find an immigrant in the 1860/70 US Census,Genealogy_286,"Upon arrival, he dictated to the Immigration Officer that he wanted to be farmer (in the state of New York?","Can anyone, please, help me out?",127
Cannot find an immigrant in the 1860/70 US Census,Genealogy_286,"Can anyone, please, help me out?",Maybe he picked up a job related to that and this would be quite possible in a city like New York with many newspaper circulating?,948
Cannot find an immigrant in the 1860/70 US Census,Genealogy_286,Maybe he picked up a job related to that and this would be quite possible in a city like New York with many newspaper circulating?,":/ It looks like that back then, US censuses or other bureaucratic documents missed the attention to detailed information common in Europe!?",338
"Does AncestryDNA match of 1,697cM indicate half sibling or aunt?",Genealogy_287,Am I missing any other options here?,"This looks to be a half-sibling, correct?",0
Are there any online resources to verify death of a inmate at Fort Leavenworth?,Genealogy_289,Are there any online resources that would verify the death of a prisoner (assuming that he was actually a prisoner)?,Would one expect that Kansas would issue a death certificate?,0
What coal mining towns in Austria were in common migration paths for Slovenians?,Genealogy_290,"Given that Alois was a coal miner, born in Austria and his wife born in Veliki Cirnik, what likely migration path would have taken him to meet his wife and get married in Austria before heading to Germany?",How might I locate common migration paths taken at this time to profile likely towns they got married in?,0
DNA test to prove/disprove blood relationship going back ten or twelve generations,Genealogy_291,"Would there be any hope of connecting the Southern German cluster into this sample, to settle whether or not there is a relationship between my cluster and one of the other two?",Is there any hope of getting meaningful results out of such a test?,160
DNA test to prove/disprove blood relationship going back ten or twelve generations,Genealogy_291,Is there any hope of getting meaningful results out of such a test?,How large a sample might be needed?,0
DNA test to prove/disprove blood relationship going back ten or twelve generations,Genealogy_291,How large a sample might be needed?,"How diverse would it have to be, that is, how far back along my cluster of the family would I have to go in order to have a hope of definitive results?",0
Understanding DNA test results for aunt,Genealogy_293,How can I relate this to my own ancestry?,"If her mtDNA falls 15% within a certain country, what percent of my DNA would also fit there?",0
Distinguishing 3rd cousin from half sibling?,Genealogy_295,How can we find out if we are siblings or cousins?,Can anyone please advise?,169
What does Orring County North Carolina mean in Quaker records?,Genealogy_296,"I think they mean Orange county, but why would they write Orring?",Is this just a handwriting thing?,0
What does Orring County North Carolina mean in Quaker records?,Genealogy_296,Is this just a handwriting thing?,Or did author not know how to spell it?,0
Am i half mexican?,Genealogy_297,I did the ancestry test and the test showed that I was 30% native American and that I had central and western Mexican blood... how is this possible?,Why did I inherit so much of the Hispanic side of the DNA and not my mother?,0
Strange results on DNA Test,Genealogy_298,Isn't it possible to estimate what DNA someone might have based on your looks?,I still don't understand how this could work?,228
Identifying and locating records for town in Westfalen?,Genealogy_299,Where in Germany is this place?,How do I find records for this location?,0
When the same name or family comes up in ancestors of DNA matches,Genealogy_300,"What is the likelihood that heavy occurrence of specific names or families indicates an ancestor that I'm unaware of, versus just being a coincidence caused by other factors?",Could the fact that dozens of DNA cousins have Brownell family members from colonial Rhode Island in their family tree indicate that my mother's brickwall ancestor is from that family?,331
When the same name or family comes up in ancestors of DNA matches,Genealogy_300,Could the fact that dozens of DNA cousins have Brownell family members from colonial Rhode Island in their family tree indicate that my mother's brickwall ancestor is from that family?,Could this indicate an ancestor or could it just be a coincidence that I happen to be related to a lot of people that are related to this person?,245
Were minors always described as such in 18th century wills?,Genealogy_301,So can I assume from this that the three daughters were all adults at the time the will was written?,Or is that not certain?,0
Relationship terminology after death of a relative,Genealogy_302,"Please can someone tell me, when a married woman dies, would her widower still be called the son in law of his late wife's parents?","If so, would that title continue to apply if he remarried?",0
Relationship terminology after death of a relative,Genealogy_302,"If so, would that title continue to apply if he remarried?","He might then have a new mother and father in law, so could he be son in law to both sets of parents?",0
What to do with late mother's boxes of documents?,Genealogy_303,What can be done with them?,"Since initially writing this Q, it occurred to me that one possibility is to deposit them with US Library of Congress, see this more narrow question:   Submitting genealogy materials to US Library of Congress?",118
Submitting genealogy materials to US Library of Congress?,Genealogy_304,Would her collection of  genealogical materials be of interest to the  Library?,"For reference, this is the LoC page on the topic:  [website]Anyone care to share experiences submitting genealogy materials, published or unpublished, to LoC?",233
An explanation for unusual birth record,Genealogy_305,"Hence I am trying to figure out why they were in Brompton, near Chatham in Kent in 1857 but not in 1851 and 1861?",Any insight or will this never be known?,0
"Information on a ship called the ""Bancroft""",Genealogy_306,Was it a fishing vessel?,Transport?,0
"Information on a ship called the ""Bancroft""",Genealogy_306,Transport?,Recreational (I doubt)?,0
Sharing genealogical data (from GEDCOM) with family members?,Genealogy_307,Are there (free) solutions out there that would allow me to easily convert the GEDCOM source into something my relatives could look at either on-line (hyperlinked HTML for instance) or on paper?,"What does it mean/involve to set my ""own domain and site""?",283
Sharing genealogical data (from GEDCOM) with family members?,Genealogy_307,"What does it mean/involve to set my ""own domain and site""?",How would that help with my goal of distributing the data so that my relatives (probably just a small number of people) can have a look at the family tree?,0
Sharing genealogical data (from GEDCOM) with family members?,Genealogy_307,How would that help with my goal of distributing the data so that my relatives (probably just a small number of people) can have a look at the family tree?,Are there software packages or other resources that can help?,0
How to handle name changes in records?,Genealogy_308,Is there a standard for how to write a person's name in genealogy records or family trees?,"If Peter Svensson was born 1900, married and changed his name to Peter Johansson, and finally died in 1990, what would I call him in a record?",75
How to handle name changes in records?,Genealogy_308,"If Peter Svensson was born 1900, married and changed his name to Peter Johansson, and finally died in 1990, what would I call him in a record?","1) Peter Svensson (Johansson), 1900 - 1990 2) Peter Johansson (Svensson), 1900 - 1990   Are there other, better alternatives?",0
How to handle name changes in records?,Genealogy_308,"1) Peter Svensson (Johansson), 1900 - 1990 2) Peter Johansson (Svensson), 1900 - 1990   Are there other, better alternatives?",What would be correct or most common?,0
After a Big-Y test on FamilyTreeDNA does it make sense to order further SNP tests?,Genealogy_309,Does it make any sense to order these?,Will they provide additional information not in the Big-Y results?,0
After a Big-Y test on FamilyTreeDNA does it make sense to order further SNP tests?,Genealogy_309,Will they provide additional information not in the Big-Y results?,"If so, why are some SNPs included in the Big-Y but not others that I may have?",0
How to confirm my research of Charles P. Cantrell?,Genealogy_310,"So my family and I are thinking that what probably happened is that FM Dennis, a prominent person in the community with his occupation (?",How can I confirm that this is the correct Charles P. Cantrell?,658
Recording census as event or source in GRAMPS?,Genealogy_311,Is that correct?,"So do I add a single Event of the, say, 1901 census, then what do I add to each person?",0
Recording census as event or source in GRAMPS?,Genealogy_311,"So do I add a single Event of the, say, 1901 census, then what do I add to each person?",Another event?,0
How to interpret dates on California Indexes to Electoral Registers,Genealogy_312,What does this mean?,The data in this Index to a Register must have been collected at a certain point and thus represent the situation at that date (errors and omissions excepted) - can that date be (roughly or accurately) deduced from the April 3 1920 date?,0
How to interpret dates on California Indexes to Electoral Registers,Genealogy_312,The data in this Index to a Register must have been collected at a certain point and thus represent the situation at that date (errors and omissions excepted) - can that date be (roughly or accurately) deduced from the April 3 1920 date?,Can we say when he was there?,84
Where is John Knight of Henry Kentucky in 1840 census?,Genealogy_313,Where can I find his record?,Why would it be in index but missing from images?,0
Interpreting DNA test that shows mother was 1/3 Jewish?,Genealogy_314,So what does that make me (her son)?,Would I be considered to be of Jewish decent if my mother is only part Jewish?,0
"Passenger list from Antwerp, Belgium to the UK in 1908?",Genealogy_315,How do I find the ship he was on?,I think I shall try and find out why he came over ie what the situation was like in Romania then and was there lots of immigration?,292
Can I post this on Familysearch?,Genealogy_316,"To ask, is it acceptable to even think about putting a screenshot or a transcription of the article to their respective ancestors without violating copyright?","If so, are those stories OK for FamilySearch?",0
Seeking records of 18th century Somerset surgeons named John Chichester?,Genealogy_317,This question is related to Interpreting &quot;married by Licence as I am credibly informed&quot; on 1732 Gloucestershire marriage record?,What type of records might I expect to find that mention West Somerset surgeons in the 18th century?,1853
"Understanding Belgium, Antwerp Police Immigration Index Numbers?",Genealogy_318,Can someone tell me what do the numbers or letters in parenthesis after his name and before his birth date mean ?,"Also on the extracted info on the left they say ""Other: 1916"" - Can anyone guess where they took this year from and what does it mean?",0
Finding B.213 forms for Australian Nurse serving mainly in Egypt during World War I?,Genealogy_320,This is a follow on question from Interpreting Service Record of QAIMNS nurse in Egypt at time of Gallipoli campaign?,Does anyone know if the B.213 forms related to an Australian Nurse serving mainly in Egypt during World War I are likely to have survived?,631
How to locate 1940 United States census pages by address?,Genealogy_321,"Using Ancestry.com or FamilySearch.org, how can I locate the 1940 census pages for that street in Dallas?",Is there an index by location I can use?,0
How to locate 1940 United States census pages by address?,Genealogy_321,Is there an index by location I can use?,Can I determine the voting district and use that to find the right pages?,0
Finding origins of Romanian grandparents born in mid 1920s?,Genealogy_322,"However, because we were not Citizens of Romania the Government had confiscated it?","Question: With this mixed German / Romanian ancestry and dispersed geography across a short time period, where do I begin to find who my great grand parents were?",963
Married couple presented for fornication in Nottinghamshire (1631)?,Genealogy_324,Therefore my question is whether it is likely a married couple would be presented for fornication under the circumstances I have described (and can you provide any documented examples)?,"If not, do you think that the couple married in 1630 is different from the couple presented a few months later?",0
How to locate Missouri records for Goodman & Boller undertakers of Boonville?,Genealogy_325,How can I find if this business has been renamed or bought by another and thus their records might be held in a new company name?,"There is no Mt Washington in Boonville, perhaps it was sent to Independence, Missouri, but that cemetery has no findagrave entry for her?",147
How likely are 1915 Missouri neighbors with same last name to be related?,Genealogy_326,How likely is it that the Charles Henry Foster at 938 South Main Street is related to the George Bismarck Foster at 934 South Main Street?,Is it likely that Charles Edward Foster's listing 1916 at 938 South Main Street is just an error?,0
Finding descendants of British great grand uncle who emigrated to Australia?,Genealogy_327,From Finding UK record(s) of British great-grandfather with children born in Japan during 1890s?,How can I find the living descendants of this great grand uncle?,334
Approaching relatives with dementia about family history?,Genealogy_328,What techniques work well in these circumstances?,How to start the conversation?,0
Approaching relatives with dementia about family history?,Genealogy_328,How to start the conversation?,"What ways, for example using photographs, can you trigger memories?",0
Approaching relatives with dementia about family history?,Genealogy_328,"What ways, for example using photographs, can you trigger memories?","Is it better to do this in one sitting, or to bring the subject up more frequently in casual conversation?",0
Approaching relatives with dementia about family history?,Genealogy_328,"Is it better to do this in one sitting, or to bring the subject up more frequently in casual conversation?",How to guide the conversation to avoid painful or confusing memories?,0
"Is there list of apprenticeship types for FindMyPast record set called Britain, Country Apprentices 1710-1808?",Genealogy_329,"A new set of records has come online at FindMyPast called Britain, Country Apprentices 1710-1808:     What was your family trade?",Is there a definitive list of occupations for which apprenticeship records can be found in the aforementioned set of records?,656
