title,source,q1,q2,sep
Are there other divisions of Earth following beyond hemispheres?,EarthScience_644,"If the Earth were instead flat, would we refer to a hemicircle or semicircle?","If I want to refer to the northwestern part of Earth, what's the correct word, since hemisphere is obviously wrong?",0
What are those flat areas in this desert formation seen from orbit?,EarthScience_645," (Google Earth at 19°58'49.87"" N  53°38'09.51"" E)  Related to: What produces these distinct shapes in the Rub&#39; al Khali seen from space?",green/blue-ish terrain in between the sand dunes?,20
which are the two countries with the flight time between them and time zone differences are equal,EarthScience_646,Which are the two countries with the flight time between them and time zone differences are equal?,My question basically is that is there any countries/cities in the world like the example above?,329
Why do clouds have ceilings and bases?,EarthScience_647,What is the point called when water can not rise above or visually seem to have a ceiling in the atmosphere?,What makes that point ideal?,0
What kind of climate could you expect in a mountainous area in a subtropical region?,EarthScience_648,"But right now I have some experimental planting to do, so..   My question is, if you were at around 5800ft in a tropical/subtropical region of India, would the climate then be more like a temperate zone or an alpine climate, but with monsoons?","To put it another way, my question has a general aspect to it too, which is: what happens to a tropical zone as the land increases in elevation?",0
What kind of climate could you expect in a mountainous area in a subtropical region?,EarthScience_648,"To put it another way, my question has a general aspect to it too, which is: what happens to a tropical zone as the land increases in elevation?","Does it become more ""temperate"" or ""alpine"" for all practical purposes?",0
What kind of climate could you expect in a mountainous area in a subtropical region?,EarthScience_648,"Does it become more ""temperate"" or ""alpine"" for all practical purposes?","And what ""tropical"" factors remain in effect (for example, sunlight, I'm guessing)?",0
What kind of climate could you expect in a mountainous area in a subtropical region?,EarthScience_648,"And what ""tropical"" factors remain in effect (for example, sunlight, I'm guessing)?",I'm guessing that won't count for much except increase humidity and dew?,540
Does the extension of the absorption line of $\text{CO}_2$ with temperature play a role in the climate change?,EarthScience_649,"My question is the following: Does this imply, like I think, that more energy is ""stored"" on Earth (thanks to greenhouse effect) and so play a role in climate change?","If the answer is yes, how big is this role?",0
"What is the difference between Water Holding Capacity, Field Capacity and TAWC?",EarthScience_650,The value of SW varies from   a minimum of 0 to a maximum equal to WHC (in mm)   What is the WHC here?,Is it the Field capacity or Field Capacity - Wilting Point?,0
How does the synthesis of Kaolinite (and it's by products) influence porosity in granodiorite?,EarthScience_651,"In brief terms, how would this reaction reduce the porosity of the rock?","Also, how would the release of [tex] and [tex] influence further degradation of the rocks porosity?",0
Do 360 day calendars affect climate models?,EarthScience_652,"Do models that store output in this calendar run on a more physically accurate timestep and then somehow interpolate to a different calendar, or are they actually simulating on a 360 calendar?","If they're actually using a 360 calendar, how does that work?",0
Do 360 day calendars affect climate models?,EarthScience_652,"If they're actually using a 360 calendar, how does that work?",Is incoming solar radiation simply parameterised in an interpolated way across the year for 360 days of regular duration?,0
Do 360 day calendars affect climate models?,EarthScience_652,Is incoming solar radiation simply parameterised in an interpolated way across the year for 360 days of regular duration?,Does any of this have a substantial impact on the results?,80
What would a graph of magnitude >7.5 earthquakes over last 400 years compared to Grand Solar Minimums look like?,EarthScience_653,I was wondering what the correlation would be (if any) if we changed the window to  consider 7.5 and above quakes over the past 400 years  (assuming such data is available and reliable)?,In other words are there set periods in which Solar Minimums are even smaller than usual (Grand Solar Minimums) and do really large earthquakes tend to happen during these periods?,108
Reversing the desertification,EarthScience_655,What will be the effect on a desert-like area if it is covered with millions of umbrella-like structures like the following one?,Would it play any positive role in reversing the desertification?,0
Precession & Time,EarthScience_656,"Assuming precession occurs on a 26000 year period, will we eventually have to change time zones (forward or backward) to adjust for this?",Am I missing something?,136
"Is this deep green calcite, green gneiss stone?",EarthScience_657,I will post more photos of different kinds found in the location where it is found possibly serving as identification help ... thank you   1...?,...?,2
At what depth does the underground begin to warm up?,EarthScience_658,At what depth does the underground stop getting colder and begins getting warmer?,Is there a map for that point like a geothermal table map?,0
Why is the night very bright in the Himalayas?,EarthScience_659,"Lack of light source from the ground will make the moon appear brighter because there will be greater contrast but it won't make moonlight reaching the ground any brighter, will it?",How was that night in the Himalayas so bright?,20
Why is the night very bright in the Himalayas?,EarthScience_659,How was that night in the Himalayas so bright?,"Is it an expected thing if I'm so high up, or are there some factors that might have made that particular night so bright?",0
Why is the night very bright in the Himalayas?,EarthScience_659,"Is it an expected thing if I'm so high up, or are there some factors that might have made that particular night so bright?",Or are nights outside cities normally bright regardless of the altitude (assuming clear sky and near-full moon)?,0
Would the Earth function the same spinning the other way?,EarthScience_661,Would the Earth function in the same way if this was possible to do?,What effects could this have?,0
Would the Earth function the same spinning the other way?,EarthScience_661,What effects could this have?,"Note: I'm not even 100% what way we are spinning - it depends how you look at it, right?",0
Why does volcanic dust pose such a hazard to air travel?,EarthScience_662,"What properties does volcanic ash have that make it a hazard to aircraft jet engines which are not posed by other sources of atmospheric dust, such as Saharan dust?",Is it merely a question of atmospheric concentration or relative height?,0
Is Mount Everest currently becoming taller or shorter every year?,EarthScience_663,Is Mount Everest becoming taller or shorter every year?,By how much?,0
What would a replacement for SEGY look like?,EarthScience_664,Some features of a format that could replace SEGY might include:   one character encoding (ASCII or UTF-8) all headers in human readable form – key-value pairs?,traces may be binary but only IEEE data should be in one file (SEGY got this right) no data compression   So now for the question – what do we have to do to move beyond the extremely frustrating SEGY standard?,111
What would a replacement for SEGY look like?,EarthScience_664,traces may be binary but only IEEE data should be in one file (SEGY got this right) no data compression   So now for the question – what do we have to do to move beyond the extremely frustrating SEGY standard?,Is there anything out there already we should just start evangelizing?,0
What would a replacement for SEGY look like?,EarthScience_664,Is there anything out there already we should just start evangelizing?,"If not, what do you think a replacement format needs to look like?",0
What would a replacement for SEGY look like?,EarthScience_664,"If not, what do you think a replacement format needs to look like?",When people suggest HDF as a replacement I guess that (maybe) they are viewing SEGY as a 'processing' format?,920
How does the lapse rate in clouds compare with the lapse rate of air?,EarthScience_665,My question is this: does a cloud decrease the lapse rate at the same rate as 100% humidity would decrease it?,stratus vs cumulus)?,38
Are clouds significantly easier to simulate in weather models than climate models?,EarthScience_666,So I'm curious: are clouds much easier to simulate in the short timespans of weather models?,Or are they still a beast to simulate in them?,0
Why does the rising of high clouds due to climate change impart positive radiative feedback on radiative forcing?,EarthScience_667,But doesn't climate change also increase the temperatures at any given altitude too?,"If so, why does the cloud move up into a colder altitude due to climate change?",0
Recharge a dry aquifer?,EarthScience_668,"For these fossil water aquifers, is there any known technique to recharge them?","For aquifers with a low recharge rate and a severly dropped water table, is there any known way to increase their recharge rate?",133
Why does El Niño only exist in the Pacific Ocean and not the Atlantic/Indian Oceans?,EarthScience_669,My question is this: why does it only exist in the Pacific Ocean?,"Could it be that the Atlantic is always in an ‘El Niño’ state too, given that the pressure/temperature gradients in the Atlantic aren't as steep as those of the Pacific to begin with?",0
Does Earth's air leak into space over time?,EarthScience_670,Is my understanding correct?,"So, do these two forces always stay the same?",0
Does Earth's air leak into space over time?,EarthScience_670,"So, do these two forces always stay the same?","If they are not the same, have the earth lost its air into space?",0
Does Earth's air leak into space over time?,EarthScience_670,"If they are not the same, have the earth lost its air into space?",And if so by how much each year?,0
The motion of tides,EarthScience_671,Can you find an animation of a date  when there is a spring tide?,Can you explain that?,405
The motion of tides,EarthScience_671,Can you explain that?,"Higher water is at a greater radius from the center of the Earth and must slow down because of conservation of AM,  how can they move faster?",0
Early Earth crust,EarthScience_672,Why this happened?,"How did it arrive to being so well-separated with the felsic crust under the oceans (I understand that felsic is buoyant and it does not get dense enough, so it can't be under the oceans) But HOW?",0
Early Earth crust,EarthScience_672,"How did it arrive to being so well-separated with the felsic crust under the oceans (I understand that felsic is buoyant and it does not get dense enough, so it can't be under the oceans) But HOW?",and WHY?,0
Why is a mild earthquake often mistaken as dizziness or vertigo?,EarthScience_675,Is it due to the longitudinal nature of the seismic waves?,Is it due to the longitudinal waves?,510
Why is a mild earthquake often mistaken as dizziness or vertigo?,EarthScience_675,Is it due to the longitudinal waves?,"Is it because they are horizontal with the ground, matching the direction of dizziness?",0
Why is a mild earthquake often mistaken as dizziness or vertigo?,EarthScience_675,"Is it because they are horizontal with the ground, matching the direction of dizziness?",Also I guess maybe there may be similarity between the frequency of seismic waves and this video from Wikipedia's article on vertigo:    Does this phenomenon's frequency act similarly to the motion and simulates  dizziness?,0
Can runaway methane gas emissions be an extinction level event?,EarthScience_676,Will it mean that as it builds up it will move closer to the ground and begin to poison us directly?,"Would this be the toxic gas that could ""Shroud the world"" within the next 100 years?",188
Effects of pressure at sea level,EarthScience_677,"Can you tell what (if any) effects would there be on sea level if such difference of pressure (200 mb) on two near areas of the ocean, has anything similar has ever been recorded?",If there is an elevation (or depression) can you say to what difference in gravity it corresponds?,0
Effects of pressure at sea level,EarthScience_677,If there is an elevation (or depression) can you say to what difference in gravity it corresponds?,How do pressure effects compare with Earth's non-homogeneous gravity which affects local sea levels?,0
What would be the correct terminology for soft cover on crust?,EarthScience_678,But it is not clear to me :  exact how-much portion is being called pedosphere?,Is it the whole skin of Earth (including underwater-depositions)?,0
What would be the correct terminology for soft cover on crust?,EarthScience_678,Is it the whole skin of Earth (including underwater-depositions)?,If not; then   what is the correct term for the complete soft-layer on Earth?,0
What would be the correct terminology for soft cover on crust?,EarthScience_678,If not; then   what is the correct term for the complete soft-layer on Earth?,Is there any term for part-of skin-of-Earth which is beneath water?,0
Quotient farthest mouths/nearest sources,EarthScience_679,What pair of two rivers X and Y on Earth will produce the biggest quotient FM/NS?,Or the smallest?,0
Carbon dioxide and ocean acidification based on temperature,EarthScience_681,"Theoretically, shouldn't the [tex] level of a colder region (e.g., Alaska) be higher due to [tex] being more soluble in colder temperatures?",What could explain this?,126
Does iron in core have chance to come out to crust?,EarthScience_682,Is the iron in the inner core of Earth trapped forever?,Are there any mechanisms that allow some iron to leave the core and come to the surface (eg: magma convention)?,0
Chicxulub Asteroid Remains?,EarthScience_683,Do scientists know if the Chicxulub asteroid disintegrated completely upon impact or if any (large or small) chunks of the asteroid remained intact?,can it be found)?,125
"As the earth's core cools, will the size be affected?",EarthScience_684,I'm wondering whether the cooling of the earth's core will affect it's size?,?,115
Is Ozone Layer a Valid Concern,EarthScience_685,If this is accurate (?,"), why would halides that disassociate ozone (in conjunction with ice crystals only present at the Antarctic pole) be seen as adverse?",0
"The giant 6,000 km$^2$ iceberg A-68; will ground-truth telemetry supplement satellite tracking data?",EarthScience_686,"Will the placement of a GPS tracker/weather monitor or two, or even a seismometer be next?",Will A-68 get GPS beacons or more elaborate environmental telemetry in order to measure the local conditions?,3651
Are fossil fuels really formed from fossils?,EarthScience_687,"Why the strong association of hydrocarbons with Helium, an inert gas that can have no chemical interactions with fossil organic materials or with hydrocarbons?",Can we still say that fossil fuels are really from fossils?,819
"Hypothetically, would digging a big trench from the ocean and flooding desert areas be a bad solution to combatting sea level rise?",EarthScience_688,"Ignoring most of the feasibility of the enormous engineering and earthmoving requirements (I guess I mean to say, given an unlimited budget) in very hot areas, would this effectively solve the problem of sea level rise as a problem?","If not, what am I missing?",0
What are the most similar Earth analogues to Mars' seasonally recurring slope linea?,EarthScience_689,"But assuming that it is water (brine), what are the nearest analogues on Earth to a Martian RSL environment?",Are there any RSL's on Earth?,0
What are the most similar Earth analogues to Mars' seasonally recurring slope linea?,EarthScience_689,Are there any RSL's on Earth?,What kind of life thrives in them?,0
How do glaciers move? Could Antarctica be separated?,EarthScience_690,What are the mechanisms of glacier movement?,"When we talk about glacier movement, do we consider advance and retreat due to melting and snow deposition, or is the study of glacier movement more about the fluid sheet underneath the glacier that comes in contact with the rocks, which allows the glacier to move downhill?",0
How do glaciers move? Could Antarctica be separated?,EarthScience_690,"When we talk about glacier movement, do we consider advance and retreat due to melting and snow deposition, or is the study of glacier movement more about the fluid sheet underneath the glacier that comes in contact with the rocks, which allows the glacier to move downhill?",So is it possible for Antarctica to separate and disappear?,57
"Sediment boundarys produced by largest meteors? Vredefort, Sudbury and Chicxulub",EarthScience_691,What is the sediment layer produced by the 1st and 2nd largest craters?,"Also, there many craters before and after Chicxulub was created, but the KT boundary is the only one commonly mentioned…why?",0
How to get single value of NDVI value from four different directions?,EarthScience_692,Is it fine to take an average or is there any other metric that can be considered?,Any suggestions on which is the appropriate method?,0
Is there a conceptual diurnal model for ozone profile?,EarthScience_693,Is there a similar concept for [tex]?,"For example, is [tex], [tex] or [tex] in the entrainment zone?",0
Is there a conceptual diurnal model for ozone profile?,EarthScience_693,"For example, is [tex], [tex] or [tex] in the entrainment zone?",What about the residual layer?,0
Is there a conceptual diurnal model for ozone profile?,EarthScience_693,What about the residual layer?,Nocturnal inversion?,0
Climate change model,EarthScience_694,What counter heating effects are taken into account in popular climate change models?,Are things such as the cooling effect of polar ice melt and the desalination from ice melt rivers taken into account?,0
Is snow less likely to appear at a coastal area?,EarthScience_695,Is it true that a coastal area is less likely to see snow compared with inland area nearby?,"If so, what are the reasons?",0
How to handle negative cosine of Solar Zenith Angle while calculating clear-sky UV Index?,EarthScience_696,"The equation is below:  from pysolar.solar import * from math import cos import datetime  dobj = datetime.datetime(2017,7,1,8,0) sza = float(90)-get_altitude(42.57952, 1.65362, dobj) ozone = 300 raw_uvi = 12.50*pow(cos(sza),2.42)*pow(float(ozone)/300,-1.23) print (raw_uvi)   The output is:     0.4850283419701262+1.8890606693266203j  My question is when cos(sza) becomes negative it will give a complex number as output, how can I handle this ?",Am I missing something ?,66
How to handle negative cosine of Solar Zenith Angle while calculating clear-sky UV Index?,EarthScience_696,Am I missing something ?,Or my interpretation of the algorithm is wrong  ?,0
Post-stack seismic impedance (and amplitude) inversion confusion,EarthScience_697,I am now left wondering what exactly is or what constitutes amplitude inversion...?,"Also, is impedance inversion a type of waveform inversion?",0
Dynamic cone penetrometer (DCP) results and correlation,EarthScience_698,I have these questions:   Is there a standard number of times that the hammer must be dropped?,What is recorded after an [tex] number of hammer drops?,0
Dynamic cone penetrometer (DCP) results and correlation,EarthScience_698,What is recorded after an [tex] number of hammer drops?,Lat/long coordinates of where test occurred?,0
Dynamic cone penetrometer (DCP) results and correlation,EarthScience_698,Lat/long coordinates of where test occurred?,How far the metal head penetrated the ground (in cm)?,0
Dynamic cone penetrometer (DCP) results and correlation,EarthScience_698,How far the metal head penetrated the ground (in cm)?,What happens to that data?,0
Dynamic cone penetrometer (DCP) results and correlation,EarthScience_698,What happens to that data?,What does it correlate with to give us the strength of the ground?,0
Dynamic cone penetrometer (DCP) results and correlation,EarthScience_698,What does it correlate with to give us the strength of the ground?,What is that strength measured in?,0
Whitecapping in ocean surface waves,EarthScience_699,What is whitecapping?,"Is it the white ""stuff"" that is created when a wave break?",0
Whitecapping in ocean surface waves,EarthScience_699,"Is it the white ""stuff"" that is created when a wave break?","If so, what causes the white ""stuff""?",0
Whitecapping in ocean surface waves,EarthScience_699,"If so, what causes the white ""stuff""?","Is it the same as ""foam"", a term that is found in the literature as well?",0
Whitecapping in ocean surface waves,EarthScience_699,"Is it the same as ""foam"", a term that is found in the literature as well?","Are the terms ""whitecapping"" and ""wave breaking"" synonymously used?",0
Whitecapping in ocean surface waves,EarthScience_699,"Are the terms ""whitecapping"" and ""wave breaking"" synonymously used?",Are they in fact one and the same?,0
How can daily brightness be quantified or measured?,EarthScience_700,"And, if such a metric does exist, what's its range, 0 - 100?",What weather/ambient conditions are represented at this range's extrema?,0
When was the last time there was a landlocked body of water bigger than the Caspian?,EarthScience_701,Was it the Mediterranean before it dried into small lakes?,What was the biggest one before that?,0
Online resources for geographical distribution of minerals,EarthScience_702,Is there a resource online to know or query where a certain mineral is found?,"On the link page, they mention certain types of geophysical deposits where this mineral is usually found:  ""In granite pegmatites and in granitic gneisses; in silicified pebble conglomerates; in hydrothermal quartz and calcite veins; detrital in placers""  If the answer to the former question is negative; Would there be online information about geographical distribution of these geological features?",0
Siberia (Beringia) during last glacier period,EarthScience_703,"How was that possible at that time, was it a Polar Voyage?","Did they procure it from below the snow, like reindeer do?",415
Siberia (Beringia) during last glacier period,EarthScience_703,"Did they procure it from below the snow, like reindeer do?","We can have low temperatures without ice, right?",574
Siberia (Beringia) during last glacier period,EarthScience_703,"We can have low temperatures without ice, right?","And, if it was terribly cold in Europe, it must be at least that cold in Beringia, right?",0
Siberia (Beringia) during last glacier period,EarthScience_703,"And, if it was terribly cold in Europe, it must be at least that cold in Beringia, right?","So, what could poor animals eat there, in the frozen desert?",0
Siberia (Beringia) during last glacier period,EarthScience_703,"So, what could poor animals eat there, in the frozen desert?","To summarize, my question is:   How is this nonsense possible that the 'freezer' of our planet was flourishing, whereas the rest of the Planet was starving in frozen state during last glacier period?",0
Siberia (Beringia) during last glacier period,EarthScience_703,"To summarize, my question is:   How is this nonsense possible that the 'freezer' of our planet was flourishing, whereas the rest of the Planet was starving in frozen state during last glacier period?","Is it really large animals who maintained the warmth at the very north (see ""Park"" above) before people exterminated them or what?",623
Siberia (Beringia) during last glacier period,EarthScience_703,"Is it really large animals who maintained the warmth at the very north (see ""Park"" above) before people exterminated them or what?",But how did we had the large animals and thriving greenlands there anyway?,149
Why do certain areas on Earth have a higher or lower air pressure at sea level?,EarthScience_706,"For instance, looking at this map of world air pressure in January and this map of July, why do some land surfaces have a higher pressure during the winter?","I know that the tropics and Coriolis forces have something to do with the direction, and that wind flows from higher to lower pressure, but how can you guess what the pressure for an area will be for a certain season?",0
Why do certain areas on Earth have a higher or lower air pressure at sea level?,EarthScience_706,"I know that the tropics and Coriolis forces have something to do with the direction, and that wind flows from higher to lower pressure, but how can you guess what the pressure for an area will be for a certain season?","If I describe a certain surface area (water or land, cold or hot, high or low elevation) given a certain season (winter or summer), what generalizations can I make of the average air pressure during that season (high or low)?",0
Why is the Sahara so much larger than the other horse latitude deserts?,EarthScience_707,But why does this produce just a slim strip of desert on some continents but a massive span southwest of Eurasia?,"The size of the continent is the obvious answer, but if so why is Australia almost all desert, despite being the smallest continent, surrounded by warm ocean?",0
Eliminating range folding error in doppler radar returns,EarthScience_708,Is there a reason we don't use this method today?,"Polarization  If we have to use the same frequency for both pulses, could we instead mount two antennas on the transmitting rig, one polarized clockwise and the other polarized counter-clockwise?",0
Why isn't north Quebec a little warmer?,EarthScience_709,"Zone 0a, which is defined as ""average winters get colder than 65 below F."" Also, why is it warmer north of Jaques Cartier Strait than the rest of the St. Lawrence?",Shouldn't the nearby land (Ile d'Anticosti) make it slightly colder?,0
Why has CO2 decreased in the history of the Earth?,EarthScience_710,My guess is lush vegetation or forests began to grow which absorbed the [tex] by photosynthesis?,Would anyone give me any clue?,0
How do I extract seismic amplitude on an interpreted horizon?,EarthScience_711,When do one use amplitude and when do one use RMS amplitude?,Which window do one use?,77
How do I extract seismic amplitude on an interpreted horizon?,EarthScience_711,Which window do one use?,Does this mean RMS calculated over a window from z =horizon - 10 m to horizon + 10 m for instance?,141
How do I extract seismic amplitude on an interpreted horizon?,EarthScience_711,Does this mean RMS calculated over a window from z =horizon - 10 m to horizon + 10 m for instance?,Or could it mean RMS calculated over a window from z = 3 peaks above horizon to 3 peaks below horizon?,0
"What does the notation ""kg kg-1"" for units mean for specific humidity",EarthScience_712,"The description is as follows:     ""Reanalysis 6-hourly specific humidity interpolated to 1.0deg with account for elevation changes and scaled to maintain consistency with reanalysis relative humidity and CRU TS3.0 monthly air temperature"";   The units are = ""kg kg-1""   What does this mean?",Does it mean kg/kg so essentially dimensionless?,0
"What does the notation ""kg kg-1"" for units mean for specific humidity",EarthScience_712,Does it mean kg/kg so essentially dimensionless?,"Because I have seen around specific humidity measured also in g/kg, maybe that was wrong?",0
Why are clouds darker before it rains?,EarthScience_713,What causes the darker color of the clouds (nimbus) when it is about to rain?,What is different in those clouds?,129
To what year do we need to return to prevent climate change?,EarthScience_714,How do these two relate?,If everyone goes back to 1990 how many degrees does the planet warm?,0
To what year do we need to return to prevent climate change?,EarthScience_714,If everyone goes back to 1990 how many degrees does the planet warm?,What do different 'years' look like 2000?,0
To what year do we need to return to prevent climate change?,EarthScience_714,What do different 'years' look like 2000?,1960?,0
Seismic dispersion: What does it really mean and what causes it?,EarthScience_715,"Indeed, why can't one phrase it as being wavelength-dependent as well?","Also, for both surface and body waves, what are the primary factors that cause/generate seismic dispersion?",0
Are you more likely to get a sunburn at the pole than the equator?,EarthScience_716,"Does this mean that a person walking around (standing up), is much more likely to burn at the poles than at the equator?","Because their entire body is facing the sun, not just the top of their head?",0
Are there lava flows inside a volcano?,EarthScience_717,So my questions are:   Are these rivers flowing on the surface or are they inside the mountain?,Is the lava flowing down from the top of the vent or is it branching out from somewehere in the pipe?,0
Are there lava flows inside a volcano?,EarthScience_717,Is the lava flowing down from the top of the vent or is it branching out from somewehere in the pipe?,Why doesn't the cinder cone have any lava flows?,0
"Internal energy, enthalpy, and work in the atmosphere",EarthScience_718,"My question is: Should gravitational potential energy be directly incorporated into this in any way, and where?","When I calculate the internal energy of the layer, should that be just the thermodynamic internal energy [tex] or should it also include the potential energy [tex]?",0
"Internal energy, enthalpy, and work in the atmosphere",EarthScience_718,"When I calculate the internal energy of the layer, should that be just the thermodynamic internal energy [tex] or should it also include the potential energy [tex]?",Should this work then be excluded from the RHS if the potential energy is excluded from the LHS?,160
"Internal energy, enthalpy, and work in the atmosphere",EarthScience_718,Should this work then be excluded from the RHS if the potential energy is excluded from the LHS?,Should this be tracked?,700
"Internal energy, enthalpy, and work in the atmosphere",EarthScience_718,Should this be tracked?,"If I exclude it, is that the same as assuming that all kinetic energy gets turned into heat by viscosity between each timestep?",0
Why does the lithosphere thickness vary within a short distance?,EarthScience_719,Can someone explain why the lithosphere thickness varies within a short distance (30-100km) at the same upper mantle viscosity around the polar region?,And what is the behaviour of a thin (20-70km) versus a thick (100-160) lithosphere?,0
Clarification of overbank flows,EarthScience_720,Does this flow include the flow that is in the channel?,or is it only the flow that is over the channel?,0
Clarification of overbank flows,EarthScience_720,or is it only the flow that is over the channel?,"If Qf = overbank flow; Qb = bankfull flow:  Is the total flow = Qf, where Qf >= Qb  so if Qf = Qb all flow is in the channel  Or, is total flow = Qf + Qb, flow in channel plus flow out of channel?",119
Temperature differences in sand,EarthScience_721,So here are my questions:  Does sand maintain its temperatures close to its surface?,"(Like a conducting shell distributes charge on its surface)  If there were layers of sand, is it possible that in the deeper layers the temperatures remain constant?",0
Temperature differences in sand,EarthScience_721,"(Like a conducting shell distributes charge on its surface)  If there were layers of sand, is it possible that in the deeper layers the temperatures remain constant?",And only the temperatures of the upper layers changes as the surrounding environment changes?,0
Temperature differences in sand,EarthScience_721,And only the temperatures of the upper layers changes as the surrounding environment changes?,If all of this is true is there a particular formula or a study I can use to figure out the temperature difference between the surface and at a depth in a desert?,4
Rock / Fossil ID?,EarthScience_723,I think the little claw looking thing is a fossil?,The black rock has small shiny black mineral?,80
What exactly are enantiotropic and monotropic polymorphic transitions?,EarthScience_724,"What I do understand is that enantiotropic polymorphism is reversible, but what does ""reversible"" mean practically?","But what exactly is metastability, what does it mean practically?",99
What exactly are enantiotropic and monotropic polymorphic transitions?,EarthScience_724,"But what exactly is metastability, what does it mean practically?","Also, what does ""irreversible"" mean?",0
what is the best way to actually make the Earth lose heat?,EarthScience_725,"If we wanted to actually reduce the amount of net heat energy in an area on the planet, and not just move it around, how?",How does the Earth do it?,0
what is the best way to actually make the Earth lose heat?,EarthScience_725,How does the Earth do it?,Is it all in radiating infrared back up through the atmosphere?,0
what is the best way to actually make the Earth lose heat?,EarthScience_725,Is it all in radiating infrared back up through the atmosphere?,Can we humans help with this in a way that doesn't just need more carbon based energy?,0
what is the best way to actually make the Earth lose heat?,EarthScience_725,Can we humans help with this in a way that doesn't just need more carbon based energy?,Can we have thermoelectric (Seebeck) generators powering infrared spotlights pointing out into space or something?,0
How closely related is surface air temperature to pressure?,EarthScience_726,"How highly correlated is surface air pressure with surface temperature, at a given site?",How much does the variation of atmospheric mass affect that relationship?,0
Hydrology- flow accumulation,EarthScience_728,"I'm not specialist in hydrology, and I  would be very grateful if you answer my question:   What is flow accumulation in hydrology?",Why algorithms used to calculate it over a raster DEM don't take rainfall rate into consideration?,0
Hydrology- flow accumulation,EarthScience_728,Why algorithms used to calculate it over a raster DEM don't take rainfall rate into consideration?,For example when I use richdem python library to plot flow accumulation what is the range and unit of values shown ?,0
Which particles are classified as PM2.5? How exactly is this defined?,EarthScience_729,"Question  When discussing ""PM2.5"", is there any standardized understanding of which particles are or are not included?",Is it everything that's 2.5 microns and smaller?,0
Which particles are classified as PM2.5? How exactly is this defined?,EarthScience_729,Is it everything that's 2.5 microns and smaller?,Or Everything between 2.5 and 0.1 microns?,0
Which particles are classified as PM2.5? How exactly is this defined?,EarthScience_729,Or Everything between 2.5 and 0.1 microns?,Likewise does PM10 include all of PM2.5?,0
Which particles are classified as PM2.5? How exactly is this defined?,EarthScience_729,Likewise does PM10 include all of PM2.5?,"And by what method is ""size"" specified?",0
Which particles are classified as PM2.5? How exactly is this defined?,EarthScience_729,"And by what method is ""size"" specified?","Is this an aerodynamic size from some kind of inertial impactor configuration (virtual or real), or an optical size from scattering, or something else?",0
Which particles are classified as PM2.5? How exactly is this defined?,EarthScience_729,"Is this an aerodynamic size from some kind of inertial impactor configuration (virtual or real), or an optical size from scattering, or something else?","Fine particles are produced from all types of combustion, including motor vehicles, power plants, residential wood burning, forest fires, agricultural burning, and some industrial processes      However, EPA.gov's Particulate Matter (PM) Basics; What is PM, and how does it get into the air?",2495
What is a Micro-Aethalometer; how do portable Black Carbon (BC) Monitors work?,EarthScience_731,"Question: How do small, portable Black Carbon (BC) Monitors work?",I believe this one is called a Micro-Aethalometer in the presentation; what basic principles do they use to quantify BC in the air that fits in such a small form factor?,0
Is Earth getting heavier or lighter?,EarthScience_732,Where does molecular hydrogen in the atmosphere come from?,Does one process dominate the rate of change of Earth's mass?,24
Is Earth getting heavier or lighter?,EarthScience_732,Does one process dominate the rate of change of Earth's mass?,Is Earth getting heavier or lighter?,0
What does the unit cell of petitjeanite look like?,EarthScience_733,The question in Chemistry SE What is the crystal structure of bismuth oxyhydroxyphosphate (BOHP)?,"Should one assume that the mineral petitjeanite and the chemical discussed in the recent Chemical &amp; Engineering News article Photocatalyst shreds drinking water contaminant PFOA are probably the same crystal configuration and unit cell, or can there be some variety?",316
How far a andesitic lava can flow and what is the speed?,EarthScience_734,For an effusive volcanic activity how far a andesitic lava can flow?,What is the speed?,0
Importance of soil adjusted vegetation indices for indoor use,EarthScience_735,Is the purpose of soil adjustment to offset the indirect effect that the soil has on the pixels of the green material?,or to try and negate the soil values when considering the index value of every pixel across an image?,0
Importance of soil adjusted vegetation indices for indoor use,EarthScience_735,or to try and negate the soil values when considering the index value of every pixel across an image?,"If the latter is true, would there be value in using computer vision techniques (such as foreground extraction) to remove the background material altogether?",0
"Why the ""Mission to Earth’s core"" proposal suggests using liquid iron instead of lead?",EarthScience_736,Would lead dissolve in the surrounding magma?,Would it chemically interact turning into a lighter compound?,0
Why Earth's outer core does not dissolve into the mantle?,EarthScience_737,Why this dissolution doesn't happen?,Why is the outer core stable?,0
Why Earth's outer core does not dissolve into the mantle?,EarthScience_737,Why is the outer core stable?,As a bonus question inspired by this one: would any other blob of molten iron be stable anywhere in the mantle?,0
Would the subsurface event leading to tree death at West Tern Lake in Yellowstone be visible in thermal imaging?,EarthScience_738,Would heating like this show up as a hot spot in thermal IR Earth imaging?,Or is this likely to have been too deep to result in a significant surface temperature change?,0
Is the majority of Earth not unique?,EarthScience_739,"Realize that comparing planets is hard, but is Earth really that unique?","More to the point, if everything say 20-km below sea-level up into the exosphere disappeared (and the moon too) - what would be left to differentiate Earth from other planets?",0
How would plate tectonics differ if Earth had no water?,EarthScience_740,"So, what would plate tectonics look like on a waterless Earth?",Would it even work?,0
How would plate tectonics differ if Earth had no water?,EarthScience_740,Would it even work?,"Would there be different rates, or totally different processes taking over, similar to what is seen on adjacent solar system bodies?",0
